"","site","site_id","start_date","end_date","benzene","benzene_flag","toluene","toluene_flag","etbenz","etbenz_flag","xylenes","xylenes_flag","btex","btex_flag","mpxylene","mpxylene_flag","oxylene","oxylene_flag","trichlorofluoromethane","tcfm_flag","hexane","hexane_flag","hexane2methyl","hexane2methyl_flag","heptane","heptane_flag","heptane3methyl","heptane3methyl_flag","octane","octane_flag","tce","tce_flag","nonane","nonane_flag","propylbenzene","propylbenzene_flag","benz1ethyl3methyl","benz1ethyl3methyl_flag","benz1ethyl4methyl","benz1ethyl4methyl_flag","decane","decane_flag","mesitylene","mesitylene_flag","benz1ethyl2methyl","benz1ethyl2methyl_flag","benz12chloro","benz12chloro_flag","undecane","undecane_flag","dodecane","dodecane_flag","site_type","lat","long"
"259","28th & Point Breeze",5,2024-01-03 12:11:00,2024-01-10 12:17:00,0.573,"REG",0.618,"REG",0.124,"REG",0.874,"REG",2.189,"REG",0.712,"REG",0.162,"REG",0.103,"REG",0.371,"REG",0.254,"REG",0.198,"REG",0.146,"REG",0.067,"REG",0.021,"REG",0.091,"REG",0.036,"LOD",0.065,"REG",0.033,"REG",0.097,"REG",0.082,"REG",0.027,"LOD",0.02,"LOD",0.091,"REG",0.045,"LOD","stationary","39.92624784"," -75.1923165"
"260","25th & Point Breeze",6,2024-01-03 12:16:00,2024-01-10 12:23:00,0.586,"REG",0.837,"REG",0.154,"REG",1.07,"REG",2.647,"REG",0.882,"REG",0.188,"REG",0.113,"REG",0.364,"REG",0.373,"REG",0.237,"REG",0.134,"REG",0.079,"REG",0.03,"REG",0.119,"REG",0.036,"LOD",0.065,"REG",0.03,"REG",0.073,"REG",0.082,"REG",0.027,"LOD",0.014,"LOD",0.064,"LOD",0.018,"LOD","stationary","39.92771763"," -75.1873965"
"261","Vare St.",20,2024-01-03 12:20:00,2024-01-10 12:54:00,0.565,"REG",0.595,"REG",0.119,"REG",0.806,"REG",2.085,"REG",0.66,"REG",0.146,"REG",0.108,"REG",0.324,"REG",0.227,"REG",0.198,"REG",0.134,"REG",0.095,"REG",0.021,"REG",0.143,"REG",0.03,"LOD",0.055,"REG",0.029,"REG",0.068,"REG",0.082,"REG",0.024,"LOD",0.02,"LOD",0.057,"LOD",0.018,"LOD","rotating","39.92957166"," -75.1962242"
"262","Wharton Park",13,2024-01-03 12:28:00,2024-01-10 12:28:00,0.499,"REG",0.547,"REG",0.109,"REG",0.747,"REG",1.902,"REG",0.606,"REG",0.141,"REG",0.132,"REG",0.285,"REG",0.222,"REG",0.186,"REG",0.099,"REG",0.166,"REG",0.025,"REG",0.247,"REG",0.03,"LOD",0.062,"REG",0.03,"REG",0.077,"REG",0.082,"REG",0.027,"LOD",0.02,"LOD",0.058,"LOD",0.018,"LOD","rotating","39.935920"," -75.183090"
"263","Morris & Point Breeze",7,2024-01-03 12:46:00,2024-01-10 12:33:00,0.612,"REG",0.678,"REG",0.134,"REG",0.936,"REG",2.36,"REG",0.763,"REG",0.173,"REG",0.118,"REG",0.352,"REG",0.262,"REG",0.211,"REG",0.146,"REG",0.075,"REG",0.021,"REG",0.12,"REG",0.036,"LOD",0.072,"REG",0.033,"REG",0.092,"REG",0.09,"REG",0.027,"LOD",0.025,"REG",0.084,"LOD",0.029,"LOD","stationary","39.93094655"," -75.1829941"
"264","Universal Charter at Vare",21,2024-01-03 12:51:00,2024-01-10 12:39:00,0.643,"REG",0.712,"REG",0.139,"REG",0.936,"REG",2.43,"REG",0.763,"REG",0.173,"REG",0.108,"REG",0.411,"REG",0.301,"REG",0.244,"REG",0.169,"REG",0.087,"REG",0.021,"REG",0.105,"REG",0.042,"LOD",0.066,"REG",0.033,"REG",0.068,"REG",0.074,"REG",0.027,"LOD",0.02,"LOD",0.058,"LOD",0.024,"LOD","rotating","39.92640295"," -75.18538637"
"265","24th & Ritner",8,2024-01-03 12:56:00,2024-01-10 12:43:00,0.643,"REG",0.611,"REG",0.124,"REG",0.815,"REG",2.193,"REG",0.663,"REG",0.152,"REG",0.108,"REG",0.378,"REG",0.268,"REG",0.231,"REG",0.146,"REG",0.129,"REG",0.016,"REG",0.191,"REG",0.03,"LOD",0.062,"REG",0.03,"REG",0.078,"REG",0.074,"REG",0.024,"LOD",0.014,"LOD",0.064,"LOD",0.024,"LOD","stationary","39.92296389"," -75.186874"
"266","26th & Hartranft",9,2024-01-03 13:04:00,2024-01-10 12:50:00,0.568,"REG",0.535,"REG",0.109,"REG",0.709,"REG",1.921,"REG",0.578,"REG",0.131,"REG",0.099,"REG",0.451,"REG",0.507,"REG",0.237,"REG",0.228,"REG",0.063,"REG",0.016,"REG",0.082,"REG",0.042,"LOD",0.059,"REG",0.026,"LOD",0.111,"REG",0.082,"REG",0.027,"LOD",0.009,"LOD",0.157,"REG",0.099,"REG","stationary","39.91327125"," -75.1922011"
"267","Bartram’s Garden",1,2024-01-10 11:48:00,2024-01-17 13:52:00,0.481,"REG",0.365,"REG",0.074,"REG",0.477,"REG",1.397,"REG",0.389,"REG",0.088,"REG",0.14,"REG",0.249,"REG",0.14,"REG",0.133,"REG",0.086,"REG",0.082,"REG",0.012,"REG",0.155,"REG",0.018,"LOD",0.034,"LOD",0.018,"LOD",0.053,"REG",0.04,"REG",0.014,"LOD",0.02,"LOD",0.044,"LOD",0.023,"LOD","stationary","39.92896"," -75.212541"
"268","Essington & Mingo",2,2024-01-10 11:59:00,2024-01-17 14:15:00,0.413,"REG",0.427,"REG",0.088,"REG",0.642,"REG",1.57,"REG",0.528,"REG",0.114,"REG",0.303,"REG",0.249,"REG",0.153,"REG",0.133,"REG",0.075,"REG",0.045,"REG",0.016,"REG",0.062,"REG",0.018,"LOD",0.037,"LOD",0.014,"LOD",0.029,"LOD",0.032,"REG",0.014,"LOD",0.009,"LOD",0.031,"LOD",0.013,"LOD","stationary","39.90131732"," -75.2250262"
"269","61st & Passyunk",3,2024-01-10 12:07:00,2024-01-17 14:30:00,0.48,"REG",0.776,"REG",0.171,"REG",1.316,"REG",2.743,"REG",1.079,"REG",0.237,"REG",0.288,"REG",0.607,"REG",0.323,"REG",0.284,"REG",0.213,"REG",0.094,"REG",0.012,"REG",0.104,"REG",0.047,"LOD",0.095,"REG",0.037,"REG",0.048,"LOD",0.089,"REG",0.034,"LOD",0.009,"LOD",0.037,"LOD",0.013,"LOD","stationary","39.91820446"," -75.2085474"
"270","28th & Passyunk",4,2024-01-10 12:11:00,2024-01-17 16:42:00,0.45,"REG",0.384,"REG",0.092,"REG",0.666,"REG",1.592,"REG",0.549,"REG",0.117,"REG",0.345,"REG",0.329,"REG",0.177,"REG",0.181,"REG",0.153,"REG",0.069,"REG",0.016,"REG",0.089,"REG",0.029,"LOD",0.05,"REG",0.022,"LOD",0.08,"REG",0.064,"REG",0.02,"LOD",0.009,"LOD",0.088,"REG",0.028,"LOD","stationary","39.92061091"," -75.1955879"
"271","28th & Point Breeze",5,2024-01-10 12:17:00,2024-01-17 17:27:00,0.406,"REG",0.367,"REG",0.077,"REG",0.573,"REG",1.423,"REG",0.471,"REG",0.102,"REG",0.288,"REG",0.283,"REG",0.144,"REG",0.13,"REG",0.096,"REG",0.036,"REG",0.012,"REG",0.033,"REG",0.023,"LOD",0.043,"REG",0.018,"LOD",0.038,"LOD",0.047,"REG",0.017,"LOD",0.014,"LOD",0.037,"LOD",0.012,"LOD","stationary","39.92624784"," -75.1923165"
"272","25th & Point Breeze",6,2024-01-10 12:23:00,2024-01-17 17:39:00,0.502,"REG",0.641,"REG",0.144,"REG",1.103,"REG",2.39,"REG",0.91,"REG",0.193,"REG",0.32,"REG",0.36,"REG",0.279,"REG",0.211,"REG",0.13,"REG",0.069,"REG",0.016,"REG",0.107,"REG",0.035,"LOD",0.077,"REG",0.029,"REG",0.113,"REG",0.079,"REG",0.027,"LOD",0.019,"LOD",0.094,"REG",0.018,"LOD","stationary","39.92771763"," -75.1873965"
"273","Wharton Park",13,2024-01-10 12:28:00,2024-01-17 18:14:00,0.375,"REG",0.316,"REG",0.067,"REG",0.505,"REG",1.263,"REG",0.414,"REG",0.091,"REG",0.287,"REG",0.224,"REG",0.118,"REG",0.118,"REG",0.073,"REG",0.044,"REG",0.016,"REG",0.074,"REG",0.023,"LOD",0.043,"REG",0.018,"LOD",0.056,"REG",0.047,"REG",0.017,"LOD",0.025,"REG",0.043,"LOD",0.007,"LOD","rotating","39.935920"," -75.183090"
"274","Morris & Point Breeze",7,2024-01-10 12:33:00,2024-01-17 17:49:00,0.478,"REG",0.473,"REG",0.101,"REG",0.721,"REG",1.773,"REG",0.594,"REG",0.127,"REG",0.306,"REG",0.328,"REG",0.157,"REG",0.161,"REG",0.096,"REG",0.069,"REG",0.016,"REG",0.093,"REG",0.029,"LOD",0.06,"REG",0.021,"LOD",0.061,"REG",0.055,"REG",0.023,"LOD",0.035,"REG",0.056,"LOD",0.018,"LOD","stationary","39.93094655"," -75.1829941"
"275","Universal Charter at Vare",21,2024-01-10 12:49:00,2024-01-17 18:05:00,0.526,"REG",0.506,"REG",0.115,"REG",0.843,"REG",1.99,"REG",0.691,"REG",0.152,"REG",0.297,"REG",0.347,"REG",0.189,"REG",0.18,"REG",0.119,"REG",0.073,"REG",0.012,"REG",0.102,"REG",0.035,"LOD",0.07,"REG",0.025,"LOD",0.07,"REG",0.071,"REG",0.027,"LOD",0.019,"LOD",0.062,"LOD",0.018,"LOD","rotating","39.92640295"," -75.18538637"
"276","24th & Ritner",8,2024-01-10 12:44:00,2024-01-17 17:57:00,0.52,"REG",0.411,"REG",0.096,"REG",0.668,"REG",1.695,"REG",0.546,"REG",0.122,"REG",0.293,"REG",0.315,"REG",0.157,"REG",0.168,"REG",0.085,"REG",0.077,"REG",0.012,"REG",0.116,"REG",0.023,"LOD",0.05,"REG",0.018,"LOD",0.052,"REG",0.047,"REG",0.02,"LOD",0.014,"LOD",0.049,"LOD",0.018,"LOD","stationary","39.92296389"," -75.186874"
"277","26th & Hartranft",9,2024-01-10 12:50:00,2024-01-17 18:43:00,0.422,"REG",0.341,"REG",0.072,"REG",0.536,"REG",1.371,"REG",0.435,"REG",0.101,"REG",0.324,"REG",0.327,"REG",0.201,"REG",0.173,"REG",0.107,"REG",0.08,"REG",0.012,"REG",0.125,"REG",0.029,"LOD",0.046,"REG",0.018,"LOD",0.084,"REG",0.047,"REG",0.02,"LOD",0.009,"LOD",0.119,"REG",0.059,"REG","stationary","39.91327125"," -75.1922011"
"278","Vare St.",20,2024-01-10 12:54:00,2024-01-17 18:27:00,0.465,"REG",0.427,"REG",0.067,"REG",0.626,"REG",1.585,"REG",0.504,"REG",0.122,"REG",0.32,"REG",0.289,"REG",0.15,"REG",0.167,"REG",0.107,"REG",0.1,"REG",0.012,"REG",0.12,"REG",0.023,"LOD",0.05,"REG",0.021,"LOD",0.047,"LOD",0.047,"REG",0.02,"LOD",0.025,"REG",0.049,"LOD",0.012,"LOD","rotating","39.92957166"," -75.1962242"
"279","Bartram’s Garden",1,2024-01-17 13:52:00,2024-01-24 09:34:00,0.474,"REG",0.47,"REG",0.092,"REG",0.653,"REG",1.689,"REG",0.535,"REG",0.118,"REG",0.295,"REG",0.293,"REG",0.16,"REG",0.151,"REG",0.102,"REG",0.043,"REG",0.017,"REG",0.045,"REG",0.025,"LOD",0.049,"REG",0.019,"LOD",0.045,"LOD",0.042,"REG",0.018,"LOD",0.015,"LOD",0.045,"LOD",0.019,"LOD","stationary","39.92896"," -75.212541"
"280","Essington & Mingo",2,2024-01-17 14:15:00,2024-01-24 09:45:00,0.602,"REG",0.727,"REG",0.133,"REG",0.941,"REG",2.403,"REG",0.79,"REG",0.151,"REG",0.315,"REG",0.436,"REG",0.221,"REG",0.224,"REG",0.126,"REG",0.085,"REG",0.03,"REG",0.089,"REG",0.031,"LOD",0.064,"REG",0.027,"LOD",0.055,"REG",0.059,"REG",0.025,"LOD",0.003,"LOD",0.046,"LOD",0.024,"LOD","stationary","39.90131732"," -75.2250262"
"281","61st & Passyunk",3,2024-01-17 14:30:00,2024-01-24 09:51:00,0.647,"REG",0.888,"REG",0.214,"REG",1.586,"REG",3.335,"REG",1.301,"REG",0.285,"REG",0.291,"REG",0.674,"REG",0.384,"REG",0.355,"REG",0.258,"REG",0.115,"REG",0.012,"REG",0.123,"REG",0.062,"REG",0.121,"REG",0.042,"REG",0.1,"REG",0.118,"REG",0.042,"REG",0.009,"LOD",0.086,"LOD",0.03,"LOD","stationary","39.91820446"," -75.2085474"
"282","28th & Passyunk",4,2024-01-17 16:42:00,2024-01-24 10:00:00,0.546,"REG",0.697,"REG",0.129,"REG",1.01,"REG",2.382,"REG",0.83,"REG",0.18,"REG",0.309,"REG",0.531,"REG",0.3,"REG",0.247,"REG",0.274,"REG",0.125,"REG",0.045,"REG",0.159,"REG",0.044,"LOD",0.083,"REG",0.035,"REG",0.146,"REG",0.111,"REG",0.032,"LOD",0.009,"LOD",0.129,"REG",0.036,"LOD","stationary","39.92061091"," -75.1955879"
"283","28th & Point Breeze",5,2024-01-17 17:29:00,2024-01-24 10:09:00,0.632,"REG",0.775,"REG",0.14,"REG",1.004,"REG",2.551,"REG",0.834,"REG",0.17,"REG",0.301,"REG",0.457,"REG",0.508,"REG",0.281,"REG",0.177,"REG",0.078,"REG",0.022,"REG",0.09,"REG",0.044,"LOD",0.079,"REG",0.031,"REG",0.086,"REG",0.086,"REG",0.032,"LOD",0.009,"LOD",0.081,"LOD",0.025,"LOD","stationary","39.92624784"," -75.1923165"
"284","25th & Point Breeze",6,2024-01-17 17:41:00,2024-01-24 10:17:00,0.568,"REG",0.824,"REG",0.15,"REG",1.115,"REG",2.657,"REG",0.923,"REG",0.192,"REG",0.291,"REG",0.374,"REG",0.204,"REG",0.241,"REG",0.165,"REG",0.122,"REG",0.022,"REG",0.199,"REG",0.038,"LOD",0.072,"REG",0.027,"LOD",0.096,"REG",0.068,"REG",0.029,"LOD",0.015,"LOD",0.109,"REG",0.03,"LOD","stationary","39.92771763"," -75.1873965"
"285","24th & Ritner",8,2024-01-17 17:59:00,2024-01-24 10:22:00,0.705,"REG",0.674,"REG",0.14,"REG",1.009,"REG",2.528,"REG",0.828,"REG",0.181,"REG",0.277,"REG",0.499,"REG",0.26,"REG",0.261,"REG",0.153,"REG",0.096,"REG",0.012,"REG",0.13,"REG",0.038,"LOD",0.079,"REG",0.031,"REG",0.086,"REG",0.086,"REG",0.029,"LOD",0.015,"LOD",0.074,"LOD",0.019,"LOD","stationary","39.92296389"," -75.186874"
"286","Finnegan Playground",14,2024-01-24 10:46:00,2024-01-31 11:07:00,0.455,"REG",0.675,"REG",0.127,"REG",1.015,"REG",2.272,"REG",0.839,"REG",0.176,"REG",0.094,"REG",0.394,"REG",0.184,"REG",0.238,"REG",0.104,"REG",0.051,"REG",0.048,"REG",0.038,"REG",0.042,"LOD",0.076,"REG",0.03,"REG",0.074,"REG",0.074,"REG",0.031,"LOD",0.014,"LOD",0.059,"LOD",0.026,"LOD","rotating","39.938448"," -75.192335"
"287","Grays Ferry Ave",15,2024-01-24 10:42:00,2024-01-31 11:10:00,0.492,"REG",0.851,"REG",0.167,"REG",1.397,"REG",2.907,"REG",1.164,"REG",0.233,"REG",0.085,"REG",0.42,"REG",0.197,"REG",0.244,"REG",0.139,"REG",0.072,"REG",0.026,"REG",0.09,"REG",0.048,"LOD",0.101,"REG",0.037,"REG",0.136,"REG",0.099,"REG",0.041,"REG",0.014,"LOD",0.098,"REG",0.031,"LOD","rotating","39.93924766"," -75.1944459"
"288","26th & Hartranft",9,2024-01-24 11:06:00,2024-01-31 11:29:00,0.554,"REG",0.763,"REG",0.147,"REG",1.147,"REG",2.611,"REG",0.945,"REG",0.202,"REG",0.09,"REG",0.737,"REG",0.369,"REG",0.448,"REG",0.244,"REG",0.126,"REG",0.026,"REG",0.132,"REG",0.066,"REG",0.104,"REG",0.037,"REG",0.18,"REG",0.115,"REG",0.048,"REG",0.009,"LOD",0.191,"REG",0.117,"REG","stationary","39.91327125"," -75.1922011"
"289","Bartram’s Garden",1,2024-01-24 09:34:00,2024-01-31 09:48:00,0.406,"REG",0.705,"REG",0.157,"REG",1.235,"REG",2.503,"REG",1.017,"REG",0.218,"REG",0.061,"REG",0.473,"REG",0.218,"REG",0.231,"REG",0.139,"REG",0.06,"REG",0.026,"REG",0.029,"REG",0.048,"LOD",0.101,"REG",0.041,"REG",0.074,"REG",0.083,"REG",0.038,"REG",0.014,"LOD",0.052,"LOD",0.015,"LOD","stationary","39.92896"," -75.212541"
"290","28th & Passyunk",4,2024-01-24 10:00:00,2024-01-31 10:19:00,0.554,"REG",0.612,"REG",0.172,"REG",1.397,"REG",2.735,"REG",1.221,"REG",0.176,"REG",0.075,"REG",0.605,"REG",0.323,"REG",0.365,"REG",0.162,"REG",0.101,"REG",0.04,"REG",0.08,"REG",0.072,"REG",0.125,"REG",0.049,"REG",0.151,"REG",0.157,"REG",0.058,"REG",0.02,"REG",0.138,"REG",0.058,"REG","stationary","39.92061091"," -75.1955879"
"291","28th & Point Breeze",5,2024-01-24 10:09:00,2024-01-31 10:28:00,0.473,"REG",0.797,"REG",0.177,"REG",1.413,"REG",2.86,"REG",1.179,"REG",0.234,"REG",0.08,"REG",0.506,"REG",0.264,"REG",0.263,"REG",0.151,"REG",0.076,"REG",0.026,"REG",0.043,"REG",0.054,"LOD",0.122,"REG",0.041,"REG",0.088,"REG",0.107,"REG",0.044,"REG",0.02,"REG",0.078,"LOD",0.042,"LOD","stationary","39.92624784"," -75.1923165"
"292","25th & Point Breeze",6,2024-01-24 10:17:00,2024-01-31 10:34:00,0.424,"REG",0.764,"REG",0.137,"REG",1.109,"REG",2.434,"REG",0.917,"REG",0.192,"REG",0.071,"REG",0.407,"REG",0.303,"REG",0.231,"REG",0.127,"REG",0.051,"REG",0.031,"REG",0.019,"REG",0.042,"LOD",0.073,"REG",0.026,"LOD",0.069,"REG",0.083,"REG",0.034,"LOD",0.02,"REG",0.052,"LOD",0.021,"LOD","stationary","39.92771763"," -75.1873965"
"293","24th & Ritner",8,2024-01-24 10:22:00,2024-01-31 10:41:00,0.43,"REG",0.582,"REG",0.152,"REG",1.215,"REG",2.379,"REG",1.002,"REG",0.213,"REG",0.052,"REG",0.354,"REG",0.204,"REG",0.206,"REG",0.127,"REG",0.076,"REG",0.026,"REG",0.076,"REG",0.048,"LOD",0.108,"REG",0.037,"REG",0.093,"REG",0.099,"REG",0.041,"REG",0.025,"REG",0.072,"LOD",0.026,"LOD","stationary","39.92296389"," -75.186874"
"294","Morris & Point Breeze",7,2024-01-24 10:30:00,2024-01-31 10:50:00,0.48,"REG",0.578,"REG",0.137,"REG",1.167,"REG",2.362,"REG",0.96,"REG",0.207,"REG",0.071,"REG",0.387,"REG",0.204,"REG",0.225,"REG",0.127,"REG",0.051,"REG",0.022,"REG",0.043,"REG",0.048,"LOD",0.104,"REG",0.037,"REG",0.107,"REG",0.099,"REG",0.041,"REG",0.031,"REG",0.092,"REG",0.037,"LOD","stationary","39.93094655"," -75.1829941"
"295","Tasker St",12,2024-01-24 10:36:00,2024-01-31 10:59:00,0.449,"REG",0.67,"REG",0.122,"REG",0.996,"REG",2.237,"REG",0.825,"REG",0.171,"REG",0.066,"REG",0.393,"REG",0.198,"REG",0.244,"REG",0.116,"REG",0.047,"REG",0.022,"REG",0.038,"REG",0.036,"LOD",0.08,"REG",0.03,"REG",0.069,"REG",0.074,"REG",0.031,"LOD",0.031,"REG",0.052,"LOD",0.021,"LOD","rotating","39.931447"," -75.193386"
"296","25th & Point Breeze",6,2024-01-31 10:34:00,2024-02-07 10:58:00,0.578,"REG",0.687,"REG",0.118,"REG",0.943,"REG",2.326,"REG",0.782,"REG",0.161,"REG",0.259,"REG",0.36,"REG",0.184,"REG",0.218,"REG",0.092,"REG",0.039,"REG",0.022,"REG",0.029,"REG",0.024,"LOD",0.049,"REG",0.022,"LOD",0.059,"REG",0.066,"REG",0.017,"LOD",0.014,"LOD",0.072,"LOD",0.015,"LOD","stationary","39.92771763"," -75.1873965"
"297","24th & Ritner",8,2024-01-31 10:41:00,2024-02-07 12:29:00,0.678,"REG",0.627,"REG",0.121,"REG",0.9,"REG",2.326,"REG",0.741,"REG",0.159,"REG",0.22,"REG",0.41,"REG",0.189,"REG",0.254,"REG",0.103,"REG",0.071,"REG",0.026,"REG",0.07,"REG",0.03,"LOD",0.052,"REG",0.033,"REG",0.083,"REG",0.074,"REG",0.02,"LOD",0.009,"LOD",0.11,"REG",0.042,"LOD","stationary","39.92296389"," -75.186874"
"298","Morris & Point Breeze",7,2024-01-31 10:50:00,2024-02-07 12:22:00,0.63,"REG",0.687,"REG",0.156,"REG",1.292,"REG",2.765,"REG",1.065,"REG",0.227,"REG",0.267,"REG",0.397,"REG",0.163,"REG",0.249,"REG",0.103,"REG",0.088,"REG",0.026,"REG",0.169,"REG",0.03,"LOD",0.062,"REG",0.033,"REG",0.102,"REG",0.09,"REG",0.024,"LOD",0.025,"REG",0.117,"REG",0.031,"LOD","stationary","39.93094655"," -75.1829941"
"299","Tasker St",12,2024-01-31 10:59:00,2024-02-07 11:57:00,0.626,"REG",0.719,"REG",0.122,"REG",0.964,"REG",2.431,"REG",0.794,"REG",0.17,"REG",0.249,"REG",0.405,"REG",0.184,"REG",0.249,"REG",0.104,"REG",0.076,"REG",0.022,"REG",0.132,"REG",0.024,"LOD",0.052,"REG",0.026,"LOD",0.049,"REG",0.074,"REG",0.017,"LOD",0.02,"REG",0.065,"LOD",0.021,"LOD","rotating","39.931447"," -75.193386"
"300","Finnegan Playground",14,2024-01-31 11:07:00,2024-02-07 12:07:00,0.595,"REG",0.605,"REG",0.102,"REG",0.792,"REG",2.094,"REG",0.653,"REG",0.139,"REG",0.225,"REG",0.339,"REG",0.138,"REG",0.198,"REG",0.092,"REG",0.059,"REG",0.031,"REG",0.085,"REG",0.024,"LOD",0.042,"LOD",0.022,"LOD",0.049,"REG",0.058,"REG",0.017,"LOD",0.014,"LOD",0.065,"LOD",0.021,"LOD","rotating","39.938448"," -75.192335"
"301","Grays Ferry Ave",15,2024-01-31 11:10:00,2024-02-07 12:10:00,0.626,"REG",1.046,"REG",0.132,"REG",1.085,"REG",2.889,"REG",0.899,"REG",0.186,"REG",0.207,"REG",0.392,"REG",0.164,"REG",0.256,"REG",0.104,"REG",0.105,"REG",0.026,"REG",0.202,"REG",0.024,"LOD",0.052,"REG",0.026,"LOD",0.064,"REG",0.074,"REG",0.017,"LOD",0.014,"LOD",0.091,"REG",0.026,"LOD","rotating","39.93924766"," -75.1944459"
"302","26th & Hartranft",9,2024-01-31 11:29:00,2024-02-07 11:41:00,0.821,"REG",0.722,"REG",0.162,"REG",1.188,"REG",2.893,"REG",0.996,"REG",0.192,"REG",0.288,"REG",0.691,"REG",0.383,"REG",0.532,"REG",0.326,"REG",0.126,"REG",0.031,"REG",0.132,"REG",0.048,"LOD",0.066,"REG",0.041,"REG",0.108,"REG",0.116,"REG",0.027,"LOD",0.009,"LOD",0.171,"REG",0.09,"REG","stationary","39.91327125"," -75.1922011"
"303","Bus Depot on Snyder",11,2024-02-07 11:52:00,2024-02-14 09:53:00,1.013,"REG",1.146,"REG",0.26,"REG",1.886,"REG",4.305,"REG",1.575,"REG",0.311,"REG",0.258,"REG",0.827,"REG",0.421,"REG",0.578,"REG",0.354,"REG",0.148,"REG",0.04,"REG",0.215,"REG",0.103,"REG",0.113,"REG",0.076,"REG",0.153,"REG",0.243,"REG",0.045,"REG",0.015,"LOD",0.454,"REG",0.244,"REG","rotating","39.92759256"," -75.1950607"
"304","Morris & Point Breeze",7,2024-02-07 12:22:00,2024-02-14 10:02:00,0.997,"REG",1.388,"REG",0.265,"REG",2.051,"REG",4.701,"REG",1.708,"REG",0.343,"REG",0.24,"REG",0.977,"REG",0.442,"REG",0.598,"REG",0.283,"REG",0.136,"REG",0.036,"REG",0.173,"REG",0.073,"REG",0.109,"REG",0.068,"REG",0.139,"REG",0.184,"REG",0.042,"REG",0.031,"REG",0.174,"REG",0.065,"REG","stationary","39.93094655"," -75.1829941"
"305","24th & Ritner",8,2024-02-07 12:29:00,2024-02-14 09:38:00,1.176,"REG",1.092,"REG",0.266,"REG",1.898,"REG",4.432,"REG",1.591,"REG",0.307,"REG",0.25,"REG",0.879,"REG",0.457,"REG",0.568,"REG",0.344,"REG",0.141,"REG",0.031,"REG",0.173,"REG",0.092,"REG",0.11,"REG",0.072,"REG",0.149,"REG",0.227,"REG",0.045,"REG",0.015,"LOD",0.194,"REG",0.076,"REG","stationary","39.92296389"," -75.186874"
"306","Bartram’s Garden",1,2024-02-14 09:10:00,2024-02-21 09:19:00,0.437,"REG",0.355,"REG",0.063,"REG",0.443,"REG",1.298,"REG",0.366,"REG",0.077,"REG",0.354,"REG",0.209,"REG",0.072,"REG",0.142,"REG",0.046,"LOD",0.06,"REG",0.018,"REG",0.09,"REG",0.012,"LOD",0.021,"LOD",0.011,"LOD",0.03,"LOD",0.033,"REG",0.01,"LOD",0.014,"LOD",0.039,"LOD",0.01,"LOD","stationary","39.92896"," -75.212541"
"307","Bartram’s Garden",1,2024-01-31 09:48:00,2024-02-07 09:53:00,0.517,"REG",0.663,"REG",0.128,"REG",1.01,"REG",2.318,"REG",0.834,"REG",0.176,"REG",0.26,"REG",0.354,"REG",0.178,"REG",0.225,"REG",0.104,"REG",0.031,"REG",0.022,"REG",0.014,"REG",0.024,"LOD",0.049,"REG",0.026,"LOD",0.045,"LOD",0.066,"REG",0.017,"LOD",0.014,"LOD",0.045,"LOD",0.015,"LOD","stationary","39.92896"," -75.212541"
"308","Essington & Mingo",2,2024-01-31 10:04:00,2024-02-07 10:05:00,0.741,"REG",0.963,"REG",0.153,"REG",1.184,"REG",3.041,"REG",0.976,"REG",0.208,"REG",0.255,"REG",0.527,"REG",0.251,"REG",0.289,"REG",0.116,"REG",0.06,"REG",0.031,"REG",0.066,"REG",0.03,"LOD",0.059,"REG",0.03,"REG",0.05,"REG",0.074,"REG",0.021,"LOD",0.014,"LOD",0.065,"LOD",0.026,"LOD","stationary","39.90131732"," -75.2250262"
"309","61st & Passyunk",3,2024-01-31 10:13:00,2024-02-07 10:10:00,0.859,"REG",1.576,"REG",0.311,"REG",2.636,"REG",5.382,"REG",2.167,"REG",0.469,"REG",0.255,"REG",0.937,"REG",0.449,"REG",0.533,"REG",0.256,"REG",0.109,"REG",0.04,"REG",0.071,"REG",0.066,"REG",0.146,"REG",0.079,"REG",0.064,"REG",0.19,"REG",0.051,"REG",0.009,"LOD",0.079,"LOD",0.026,"LOD","stationary","39.91820446"," -75.2085474"
"310","28th & Passyunk",4,2024-01-31 10:19:00,2024-02-07 10:40:00,0.758,"REG",0.662,"REG",0.147,"REG",1.154,"REG",2.721,"REG",0.967,"REG",0.187,"REG",0.236,"REG",0.631,"REG",0.336,"REG",0.442,"REG",0.256,"REG",0.105,"REG",0.031,"REG",0.118,"REG",0.048,"LOD",0.066,"REG",0.041,"REG",0.122,"REG",0.14,"REG",0.024,"LOD",0.014,"LOD",0.164,"REG",0.069,"REG","stationary","39.92061091"," -75.1955879"
"311","28th & Point Breeze",5,2024-01-31 10:28:00,2024-02-07 10:52:00,0.597,"REG",0.691,"REG",0.127,"REG",1.015,"REG",2.43,"REG",0.839,"REG",0.176,"REG",0.254,"REG",0.453,"REG",0.204,"REG",0.269,"REG",0.116,"REG",0.072,"REG",0.022,"REG",0.109,"REG",0.03,"LOD",0.056,"REG",0.03,"REG",0.069,"REG",0.082,"REG",0.02,"LOD",0.009,"LOD",0.085,"REG",0.031,"LOD","stationary","39.92624784"," -75.1923165"
